,Car_name,Year,Price,Location,Status,Ratings,Mileage
568,Toyota Venza,2015,"₦ 11,515,000","Anthony, Lagos",Foreign Used,4.9,"72,083 mi"
569,Toyota Corolla,2017,"₦ 7,740,000","Alimosho, Lagos",Foreign Used,4.9,"86,627 km"
570,Lexus RX 350,2010,"₦ 6,515,000","Ikorodu, Lagos",Locally Used,4.2,"156,569 km"
571,Ford Edge,2011,"₦ 3,015,000","Ikorodu, Lagos",Locally Used,4.6,"99,696 km"
572,Lexus GS 350,2013,"₦ 9,015,000","Agungi, Lekki, Lagos",Foreign Used,5.0,"4,455 km"
573,Hyundai Sonata,2011,"₦ 3,815,000","Agungi, Lekki, Lagos",Foreign Used,4.7,"72,632 km"
574,Lexus RX 330,2006,"₦ 4,950,000","Lagos Ibadan Express Way, Lagos",Foreign Used,5.0,"121,162 km"
575,Toyota Camry,2009,"₦ 4,515,000","VGC, Lagos",Foreign Used,4.7,"128,880 km"
576,Toyota Highlander,2018,"₦ 17,515,000","VGC, Lagos",Foreign Used,5.0,"9,910 km"
577,Toyota Camry,2010,"₦ 4,425,000","Lagos Ibadan Express Way, Lagos",Foreign Used,4.9,"59,818 mi"
578,Toyota Sienna,2009,"₦ 4,425,000","Lagos Ibadan Express Way, Lagos",Foreign Used,4.9,"59,072 mi"
579,Toyota Tacoma,2017,"₦ 23,475,000","Lagos Ibadan Express Way, Lagos",Foreign Used,5.0,"11,249 mi"
580,Toyota RAV 4,2008,"₦ 4,215,000","Gwarinpa, Abuja",Foreign Used,5.0,"95,455 km"
581,Acura NSX,2010,"₦ 4,815,000","Gwarinpa, Abuja",Foreign Used,5.0,"63,256 km"
582,Mercedes-Benz GL 450,2008,"₦ 7,815,000","Gwarinpa, Abuja",Foreign Used,5.0,"75,128 km"
583,Ford Edge,2008,"₦ 2,215,000","Gwarinpa, Abuja",Foreign Used,5.0,"256,431 km"
584,Honda Accord,2008,"₦ 3,015,000","Gwarinpa, Abuja",Foreign Used,5.0,"953,211 km"
585,Toyota Camry,2012,"₦ 5,815,000","Gwarinpa, Abuja",Foreign Used,5.0,"78,766 km"
586,Toyota Camry,2015,"₦ 8,015,000","Gwarinpa, Abuja",Foreign Used,5.0,"54,220 km"
587,Toyota Prius,2016,"₦ 11,515,000","Gwarinpa, Abuja",Foreign Used,5.0,"116,179 km"
588,Toyota Highlander,2019,"₦ 19,515,000","VGC, Lagos",Foreign Used,5.0,"14,571 km"
589,Toyota Sienna,2011,"₦ 5,465,000","Ipaja, Lagos",Foreign Used,4.8,"129,104 km"
590,Mercedes-Benz GLK 350,2010,"₦ 6,415,000","Amuwo-Odofin, Lagos",Foreign Used,5.0,"234,599 km"
591,Mercedes-Benz ML 350,2012,"₦ 9,865,000","Festac, Lagos",Foreign Used,5.0,"120,918 km"
592,Lexus LX 570,2020,"₦ 65,515,000","Surulere, Lagos",Foreign Used,5.0,"1,723 km"
593,Lexus GX 470,2005,"₦ 5,815,000","Amuwo, Lagos",Foreign Used,5.0,"82,430 mi"
594,Lexus LX 570,2020,"₦ 65,215,000","Surulere, Lagos",Foreign Used,5.0,"1,716 km"
595,Ford Edge,2008,"₦ 2,815,000","Ikeja, Lagos",Foreign Used,4.8,"177,170 km"
596,Ford Edge,2007,"₦ 2,765,000","Ikeja, Lagos",Foreign Used,4.9,"198,119 km"
597,Toyota RAV 4,2016,"₦ 13,015,000","Anthony, Lagos",Foreign Used,4.9,"91,458 mi"
598,Lexus ES 350,2007,"₦ 3,865,000","Ikeja, Lagos",Foreign Used,4.6,"87,625 mi"
599,Honda Pilot,2008,"₦ 3,015,000","Ilupeju, Lagos",Foreign Used,4.8,"117,369 km"
600,Lexus RX 300,1999,"₦ 1,395,000","Ikotun, Lagos",Locally Used,4.2,"106,589 km"
601,Lexus LX 570,2016,"₦ 38,015,000","Victoria Island, Lagos",Locally Used,4.9,"37,524 km"
602,Lexus RX 350,2014,"₦ 11,715,000","Ago, Lagos",Foreign Used,5.0,"69,546 km"
603,Toyota Camry,2016,"₦ 7,015,000","Kubwa Express, Abuja",Foreign Used,4.9,"52,687 km"
604,Honda Accord,2016,"₦ 7,415,000","Amuwo-Odofin, Lagos",Foreign Used,4.9,"32,484 km"
605,Toyota Camry,2015,"₦ 8,015,000","Kubwa Express, Abuja",Foreign Used,5.0,"57,646 km"
606,Toyota 4-Runner,2014,"₦ 17,865,000","Ojodu Berger, Lagos",Locally Used,5.0,"37,114 mi"
607,Toyota RAV 4,2011,"₦ 4,315,000","Egbeda, Lagos",Foreign Used,4.9,"211,859 km"
608,Honda Pilot,2006,"₦ 2,665,000","Ipaja, Lagos",Foreign Used,4.7,"100,017 km"
609,Honda Pilot,2006,"₦ 2,515,000","Ipaja, Lagos",Foreign Used,4.7,"139,937 km"
610,Toyota 4-Runner,2015,"₦ 18,375,000","Ojodu Berger, Lagos",Foreign Used,5.0,"35,190 mi"
611,Toyota Camry,2015,"₦ 7,515,000","Kubuwa Expressway, Abuja",Foreign Used,5.0,"84,939 km"
612,Toyota Camry,2009,"₦ 3,165,000","Alimosho, Lagos",Foreign Used,4.7,"248,468 km"
613,Lexus GS 350,2010,"₦ 4,415,000","Ogba, Lagos",Foreign Used,4.9,"15,373 km"
614,Mercedes-Benz GL 450,2014,"₦ 17,015,000","Ilupeju, Lagos",Foreign Used,4.7,"43,358 mi"
615,Lexus GS 300,2006,"₦ 4,915,000","Ogba, Lagos",Foreign Used,4.9,"85,327 km"
616,Lexus ES 330,2006,"₦ 3,515,000","Ogba, Lagos",Foreign Used,4.7,"84,339 km"
617,Toyota Avalon,2015,"₦ 8,515,000","Ogba, Lagos",Foreign Used,4.6,"160,511 km"
618,Toyota Avalon,2007,"₦ 2,815,000","Ado-Odo/Ota, Ogun",Foreign Used,4.8,"177,611 mi"
619,Toyota Highlander,2008,"₦ 4,665,000","Surulere, Lagos",Locally Used,4.6,"34,276 km"
620,Toyota RAV 4,2015,"₦ 7,515,000","Ogba, Lagos",Foreign Used,4.8,"140,094 mi"
621,Honda Accord,2020,"₦ 14,515,000","Surulere, Lagos",Foreign Used,4.8,"5,909 km"
622,Honda Pilot,2005,"₦ 2,345,000","Isolo, Lagos",Foreign Used,4.1,"182,207 km"
623,Toyota RAV 4,2016,"₦ 23,015,000","Ogba, Lagos",New,4.9,"1,046 mi"
624,Ford Explorer,2008,"₦ 1,665,000","Anthony, Lagos",Locally Used,3.8,"110,486 mi"
625,Honda Pilot,2009,"₦ 4,014,999","Alimosho, Lagos",Foreign Used,4.9,"170,355 km"
626,Toyota Highlander,2017,"₦ 17,015,000","VGC, Lagos",Foreign Used,4.9,"14,204 km"
627,Lexus RX 350,2007,"₦ 4,500,014,592","VGC, Lagos",Foreign Used,4.6,"65,438 km"
628,Mercedes-Benz C 300,2008,"₦ 4,515,000","Ago, Lagos",Foreign Used,4.6,"158,239 km"
629,Lexus RX 350,2017,"₦ 20,015,000","VGC, Lagos",Foreign Used,5.0,"3,174 km"
630,Toyota Highlander,2012,"₦ 8,715,000","Amuwo-Odofin, Lagos",Foreign Used,4.6,"85,958 km"
631,Lexus IS 250,2014,"₦ 9,015,000","VGC, Lagos",Foreign Used,4.6,"25,904 km"
632,Toyota Sienna,2005,"₦ 1,400,000","Ikotun, Lagos",Locally Used,3.8,"229,004 km"
633,Lexus RX 350,2016,"₦ 24,515,000","Kubwa Express, Abuja",Foreign Used,5.0,"71,642 km"
634,Lexus RX 350,2018,"₦ 23,015,000","Kubwa Express, Abuja",Foreign Used,5.0,"8,554 km"
635,Acura TL,2004,"₦ 2,435,000","Igando, Lagos",Foreign Used,4.9,0 mi
636,Toyota Corolla,2009,"₦ 3,515,000","Garki 2, Abuja",Foreign Used,5.0,"75,356 km"
637,Hyundai Elantra,2012,"₦ 4,415,000","Igando, Lagos",Foreign Used,4.9,"112,509 mi"
638,Toyota Corolla,2007,"₦ 2,715,000","Meiran, Lagos",Foreign Used,4.8,"191,326 km"
639,Toyota Camry,2011,"₦ 4,315,000","Ikota, Lekki, Lagos",Foreign Used,5.0,"62,482 km"
640,Toyota Venza,2011,"₦ 6,815,000","Ikota, Lekki, Lagos",Foreign Used,4.9,"209,331 km"
641,Toyota Corolla,2009,"₦ 3,115,000","Meiran, Lagos",Foreign Used,4.8,"179,596 mi"
642,Mazda Premacy,2004,"₦ 2,315,000","Kubwa Express, Abuja",Foreign Used,4.9,"123,858 km"
643,Lexus RX 330,2005,"₦ 4,365,000","Meiran, Lagos",Foreign Used,4.9,"12,235 mi"
644,Toyota Camry,2012,"₦ 5,615,000","Meiran, Lagos",Foreign Used,4.8,"103,000 km"
645,Mercedes-Benz S 550,2010,"₦ 6,015,000","Gwarinpa, Abuja",Foreign Used,5.0,"63,201 mi"
646,Toyota Camry,2009,"₦ 3,115,000","Meiran, Lagos",Locally Used,4.8,"100,000 km"
647,Lexus LS 460,2007,"₦ 5,515,000","Gwarinpa, Abuja",Foreign Used,5.0,"56,241 km"
648,Dodge Caliber,2008,"₦ 2,765,000","Ipaja, Lagos",Foreign Used,4.8,"89,291 km"
649,Mercedes-Benz GLE 63 AMG,2016,"₦ 45,015,000","Ikate, Lekki, Lagos",Foreign Used,5.0,"20,779 km"
650,Ford Escape,2008,"₦ 3,365,000","Ipaja, Lagos",Foreign Used,4.8,"82,222 km"
651,Mitsubishi Outlander,2007,"₦ 3,665,000","Ipaja, Lagos",Foreign Used,4.4,"91,233 km"
652,Honda Pilot,2007,"₦ 3,315,000","Rumuola, Port Harcourt",Foreign Used,4.7,"72,922 km"
653,Toyota Camry,2010,"₦ 4,215,000","Rumuola, Port Harcourt",Foreign Used,4.7,"105,285 km"
654,Toyota Camry,2007,"₦ 4,015,000","Rumuola, Port Harcourt",Foreign Used,4.7,"133,992 km"
655,Toyota Corolla,2011,"₦ 4,015,000","Rumuola, Port Harcourt",Foreign Used,4.7,"144,232 km"
656,Jeep Compass,2013,"₦ 5,815,000","Rumuola, Port Harcourt",Foreign Used,4.7,"66,904 km"
657,Toyota Corolla,2003,"₦ 2,815,000","Rumuola, Port Harcourt",Foreign Used,4.7,"8,572 km"
658,Lexus RX 330,2006,"₦ 4,715,000","Rumuola, Port Harcourt",Foreign Used,4.7,"2,268 km"
659,Hyundai Sonata,2011,"₦ 3,665,000","Surulere, Lagos",Foreign Used,4.7,"178,305 km"
660,Toyota Corolla,2012,"₦ 4,115,000","Surulere, Lagos",Foreign Used,4.6,"76,588 km"
661,Toyota Camry,2005,"₦ 2,665,000","Alimosho, Lagos",Foreign Used,4.4,"207,047 km"
662,Toyota Camry,2005,"₦ 2,665,000","Alimosho, Lagos",Foreign Used,4.7,"233,807 km"
663,Toyota Corolla,2009,"₦ 3,315,000","Alimosho, Lagos",Foreign Used,4.4,"221,541 km"
664,Toyota Camry,2010,"₦ 3,415,000","Surulere, Lagos",Foreign Used,4.7,"12,077 km"
665,Mercedes-Benz C 300,2016,"₦ 15,015,000","Ikota, Lekki, Lagos",Foreign Used,4.9,"149,775 km"
666,Toyota Venza,2012,"₦ 7,815,000","Ikota, Lekki, Lagos",Foreign Used,4.9,"75,319 km"
667,Toyota Camry,2007,"₦ 3,815,000","Ikorodu, Lagos",Foreign Used,4.6,"129,778 km"
668,Lexus ES 350,2007,"₦ 4,015,000","Ikorodu, Lagos",Foreign Used,4.8,"101,991 km"
669,Toyota Sienna,2008,"₦ 3,515,000","Ikorodu, Lagos",Foreign Used,4.6,"120,430 km"
670,Lexus RX 330,2004,"₦ 5,015,000","Ikorodu, Lagos",Foreign Used,4.7,"247,150 km"
671,Toyota RAV 4,2012,"₦ 4,715,000","Ikorodu, Lagos",Foreign Used,4.4,"63,270 km"
672,Toyota Camry,2012,"₦ 5,015,000","Ikorodu, Lagos",New,4.9,"88,355 km"
673,Hyundai Sonata,2015,"₦ 6,615,000","Ikeja, Lagos",Foreign Used,4.9,"187,311 km"
674,Lexus RX 330,2005,"₦ 4,215,000","Ilupeju, Lagos",Foreign Used,4.5,"93,063 km"
675,Toyota Camry,2018,"₦ 12,015,000","Ilupeju, Lagos",Foreign Used,4.9,"56,026 km"
676,Toyota Camry,2018,"₦ 12,015,000","Ilupeju, Lagos",Foreign Used,4.7,"51,780 mi"
677,Toyota RAV 4,2011,"₦ 5,015,000","Ago, Lagos",Foreign Used,4.1,"160,934 km"
678,Toyota Corolla,2006,"₦ 2,865,000","FCDA, Abuja",Foreign Used,4.8,"83,426 km"
679,Toyota Corolla,2005,"₦ 2,865,000","FCDA, Abuja",Foreign Used,4.8,"180,189 km"
680,Toyota Highlander,2013,"₦ 7,515,000","Amuwo, Lagos",Foreign Used,4.9,"102,328 km"
681,Toyota Venza,2009,"₦ 7,019,000","Lagos Ibadan Express Way, Lagos",Foreign Used,4.6,"82,721 mi"
682,Lexus ES 350,2007,"₦ 4,215,000","Ipaja, Lagos",Foreign Used,4.7,"92,653 km"
683,Toyota Camry,2016,"₦ 6,710,000","Igando, Lagos",Foreign Used,4.9,"40,044 km"
684,Toyota Corolla,2009,"₦ 3,165,000","Igando, Lagos",Foreign Used,4.7,"101,817 km"
685,Toyota Corolla,2006,"₦ 2,535,000","Igando, Lagos",Foreign Used,4.8,"99,345 km"
686,Toyota Camry,2014,"₦ 4,480,000","Ilupeju, Lagos",Foreign Used,4.8,"58,274 km"
687,Toyota Avalon,2013,"₦ 8,515,000","Kubwa Express, Abuja",Foreign Used,5.0,"65,253 mi"
688,Lexus ES 350,2007,"₦ 3,965,000","Ojodu Berger, Lagos",Foreign Used,4.7,"100,137 km"
689,Toyota Hilux,2020,"₦ 25,015,000","Surulere, Lagos",New,5.0,115 km
690,Honda Accord,2014,"₦ 5,415,000","Ipaja, Lagos",Foreign Used,4.8,"89,997 km"
691,Ford Transit,2013,"₦ 3,715,000","Rumuobakani, Port Harcourt",Foreign Used,4.8,"238,265 km"
692,Mercedes-Benz C 300,2010,"₦ 5,165,000","Gbagada, Lagos",Foreign Used,4.8,"17,217 km"
693,Mercedes-Benz ML 350,2007,"₦ 5,715,000","Eliozu, Port Harcourt",Foreign Used,4.6,"168,415 km"
694,Mercedes-Benz GL 550,2010,"₦ 4,815,000","Eliozu, Port Harcourt",Locally Used,4.7,"117,518 km"
695,Honda CR-V,2002,"₦ 2,215,000","Eliozu, Port Harcourt",Foreign Used,4.7,"105,746 km"
696,Toyota Hilux,2011,"₦ 8,515,000","Eliozu, Port Harcourt",Locally Used,4.6,"30,919 km"
697,Toyota Camry,2003,"₦ 2,165,000","Eliozu, Port Harcourt",Locally Used,4.6,"110,507 km"
698,Acura MDX,2011,"₦ 5,685,000","Ikeja, Lagos",Foreign Used,5.0,"127,119 km"
699,Pontiac Torrent,2008,"₦ 4,015,000","Gwarinpa, Abuja",Foreign Used,5.0,"854,233 mi"
700,Toyota Highlander,2018,"₦ 17,515,000","Lagos, Lagos",Locally Used,5.0,"19,499 km"
701,Toyota Highlander,2017,"₦ 17,815,000","Lagos, Lagos",Foreign Used,5.0,"40,985 km"
702,Toyota RAV 4,2019,"₦ 18,715,000","Lagos, Lagos",Locally Used,5.0,"10,314 km"
703,Lexus ES 350,2013,"₦ 11,515,000","Lagos, Lagos",Foreign Used,5.0,"63,576 km"
704,Mercedes-Benz GL 450,2012,"₦ 12,515,000","Lagos, Lagos",Locally Used,5.0,"16,039 km"
705,Toyota Camry,2012,"₦ 5,815,000","Lagos, Lagos",Foreign Used,4.9,"140,429 km"
706,Toyota Landcruiser Prado,2012,"₦ 16,015,000","Garki 2, Abuja",Foreign Used,4.9,"87,873 km"
707,Toyota Corolla,2017,"₦ 7,815,000","Lagos, Lagos",Foreign Used,5.0,"5,940 km"
708,Toyota Matrix,2009,"₦ 3,215,000","Ikate, Lekki, Lagos",Foreign Used,5.0,"48,726 km"
709,GAC GA3S,2021,"₦ 10,215,000","Lagos, Lagos",New,5.0,123 km
710,Land Rover Range Rover,2018,"₦ 80,515,000","Lagos, Lagos",Foreign Used,5.0,"18,048 km"
711,Mercedes-Benz GLE 450,2016,"₦ 33,515,000","Lagos, Lagos",Foreign Used,5.0,"34,636 km"
712,Toyota Sienna,2006,"₦ 2,615,000","Amuwo, Lagos",Foreign Used,4.9,"96,363 km"
713,Toyota Camry,2005,"₦ 1,335,000","Ikotun, Lagos",Locally Used,3.9,"178,236 km"
714,Toyota Sienna,2000,"₦ 665,000","Ojodu Berger, Lagos",Locally Used,4.4,"204,353 mi"
715,Honda Accord,2003,"₦ 615,000","Ikotun, Lagos",Locally Used,1.6,"204,058 km"
716,Lexus RX 350,2015,"₦ 10,515,000","Ikeja, Lagos",Foreign Used,4.8,"59,012 km"
717,Honda Accord,2016,"₦ 7,815,000","Ikeja, Lagos",Foreign Used,4.8,"115,687 mi"
718,Lexus ES 350,2011,"₦ 6,315,000","Ogba, Lagos",Foreign Used,4.9,"111,463 km"
719,Toyota Camry,2016,"₦ 7,715,000","Ogba, Lagos",Foreign Used,4.9,"41,733 km"
720,Honda Accord,2008,"₦ 3,315,000","Ifako-Ijaiye, Lagos",Foreign Used,4.7,"235,877 km"
721,Honda Accord,2008,"₦ 3,315,000","Ifako-Ijaiye, Lagos",Foreign Used,4.7,"190,265 km"
722,Toyota Highlander,2015,"₦ 13,915,000","Isolo, Lagos",Foreign Used,5.0,"72,578 km"
723,Mercedes-Benz ML 350,2006,"₦ 7,015,000","Ikorodu, Lagos",Foreign Used,4.8,"228,692 km"
724,Hyundai Sonata,2011,"₦ 4,015,000","Ikorodu, Lagos",Foreign Used,4.5,"160,897 mi"
725,Lexus ES 330,2004,"₦ 3,015,000","Ikorodu, Lagos",New,4.3,"132,990 km"
726,Lexus ES 350,2008,"₦ 4,915,000","Ikorodu, Lagos",Foreign Used,4.8,"159,639 km"
727,Lexus RX 330,2004,"₦ 5,015,000","Ikorodu, Lagos",Foreign Used,4.7,"204,358 km"
728,Toyota Corolla,2010,"₦ 3,515,000","Ikorodu, Lagos",Foreign Used,4.8,"125,807 km"
729,Mercedes-Benz GLK 350,2014,"₦ 8,515,000","Ikorodu, Lagos",Locally Used,4.5,"82,200 km"
730,Mercedes-Benz ML 550,2013,"₦ 8,515,000","Ikorodu, Lagos",Locally Used,4.3,"82,200 km"
731,Mercedes-Benz GLK 350,2013,"₦ 7,515,000","Ikorodu, Lagos",Locally Used,4.6,"82,200 km"
732,Toyota Corolla,2004,"₦ 2,615,000","Isolo, Lagos",Foreign Used,4.2,"146,170 km"
733,Honda CR-V,2015,"₦ 9,015,000","Surulere, Lagos",Foreign Used,4.7,"45,631 km"
734,Honda CR-V,2015,"₦ 9,015,000","Surulere, Lagos",Foreign Used,4.7,"45,637 km"
735,Land Rover Range Rover Evoque,2013,"₦ 14,015,000","Festac, Lagos",Foreign Used,5.0,"88,797 mi"
736,Toyota Corolla,2012,"₦ 3,715,000","Agidingbi, Lagos",Foreign Used,4.4,"68,614 km"
737,Ford Edge,2009,"₦ 3,365,000","Ipaja, Lagos",Foreign Used,4.7,"85,754 km"
738,Acura ZDX,2010,"₦ 7,815,000","Ipaja, Lagos",Foreign Used,4.7,"76,047 km"
739,Toyota Highlander,2006,"₦ 3,615,000","Ipaja, Lagos",Foreign Used,4.8,"89,957 km"
740,Volkswagen T5 Transporter,1995,"₦ 2,365,000","Ipaja, Lagos",Foreign Used,3.7,"376,178 mi"
741,Toyota Sienna,2005,"₦ 2,665,000","Alimosho, Lagos",Foreign Used,4.8,"106,701 km"
742,Mercedes-Benz GL 450,2014,"₦ 14,515,000","Gwarinpa, Abuja",Foreign Used,5.0,"90,959 km"
743,Lexus RX 350,2011,"₦ 9,615,000","Berger Mkt, Lagos",Foreign Used,5.0,"56,286 mi"
744,Toyota Camry,2017,"₦ 8,715,000","Surulere, Lagos",Foreign Used,4.7,"40,000 km"
745,Mercedes-Benz Sprinter,2017,"₦ 65,015,000","Aba Road, Port Harcourt",Foreign Used,5.0,"123,000 km"
746,Lexus ES 350,2007,"₦ 4,315,000","Ikota, Lekki, Lagos",Foreign Used,4.8,"104,563 km"
747,Lexus ES 350,2007,"₦ 4,515,000","Ikota, Lekki, Lagos",Foreign Used,4.9,"104,235 mi"
748,Toyota Camry,2009,"₦ 3,215,000","VGC, Lagos",Foreign Used,4.3,"147,985 km"
749,Toyota Matrix,2006,"₦ 2,445,000","Ikotun, Lagos",Foreign Used,4.7,"128,291 km"
750,Toyota Corolla,2009,"₦ 3,315,000","Ikota, Lekki, Lagos",Foreign Used,5.0,1 km
751,Dodge Nitro,2007,"₦ 2,515,000","Ikeja, Lagos",Foreign Used,4.6,"80,883 km"
752,Toyota Corolla,2017,"₦ 7,515,000","Ikeja, Lagos",Foreign Used,4.9,"67,656 km"
753,Toyota Camry,2020,"₦ 23,015,000","Ikota, Lekki, Lagos",Locally Used,5.0,853 km
754,Toyota Camry,2007,"₦ 2,215,000","Lagos Island, Lagos",Locally Used,4.7,"142,909 km"
755,BMW X5,2004,"₦ 3,515,000","Ipaja, Lagos",Foreign Used,4.2,"115,942 km"
756,Toyota Corolla,2007,"₦ 2,615,000","Ikota, Lekki, Lagos",Foreign Used,4.8,"122,093 km"
757,Ford Explorer,2010,"₦ 8,015,000","Ikota, Lekki, Lagos",Foreign Used,4.8,"247,061 km"
758,Mercedes-Benz E 320,2001,"₦ 2,665,000","Aba Road, Port Harcourt",Foreign Used,5.0,"123,451 km"
759,Mercedes-Benz ML 350,2004,"₦ 2,215,000","Stadium Road, Port Harcourt",Locally Used,4.8,"74,781 km"
760,Toyota Highlander,2006,"₦ 4,425,000","Lagos Ibadan Express Way, Lagos",Foreign Used,4.9,"60,367 km"
761,Toyota Corolla,2003,"₦ 2,715,000","Rumuola, Port Harcourt",Foreign Used,4.6,"54,584 km"
762,Toyota Corolla,2004,"₦ 2,715,000","Rumuola, Port Harcourt",Foreign Used,4.6,"213,675 km"
763,Toyota Camry,2014,"₦ 6,015,000","Ikeja, Lagos",Foreign Used,4.7,"99,877 km"
764,Hyundai Sonata,2011,"₦ 4,215,000","Ikeja, Lagos",Foreign Used,4.7,"69,615 km"
765,Toyota Hilux,2020,"₦ 24,015,000","Surulere, Lagos",New,4.9,57 km
766,Toyota Corolla,2005,"₦ 3,115,000","Apapa, Lagos",Foreign Used,5.0,"86,010 km"
767,Lexus ES 350,2010,"₦ 4,865,000","Ipaja, Lagos",Foreign Used,4.7,"92,235 km"
768,Toyota Camry,2012,"₦ 5,015,000","Ikeja, Lagos",Foreign Used,4.8,"120,085 km"
769,Mercedes-Benz ML 350,2013,"₦ 13,315,000","Ikeja, Lagos",Foreign Used,4.7,"95,900 km"
770,Toyota RAV 4,2004,"₦ 2,535,000","Ikeja, Lagos",Foreign Used,4.7,"129,164 km"
771,Kia K2700,2006,"₦ 3,015,000","Ikeja, Lagos",Locally Used,4.7,"167,116 km"
772,Toyota Camry,2010,"₦ 3,415,000","Kubuwa Expressway, Abuja",Foreign Used,4.8,"91,032 km"
773,Toyota Venza,2013,"₦ 6,015,000","Ikota, Lekki, Lagos",Locally Used,4.9,"133,624 km"
774,Toyota Camry,2003,"₦ 1,515,000","Alimosho, Lagos",Locally Used,4.8,"203,487 km"
775,Lexus RX 350,2012,"₦ 9,015,000","Ojodu Berger, Lagos",Foreign Used,4.8,"78,432 km"
776,BMW 535,2008,"₦ 4,515,000","Gwarinpa, Abuja",Foreign Used,5.0,0 km
777,Toyota Corolla,2007,"₦ 3,015,000","Rumuomasi, Port Harcourt",Foreign Used,4.5,"98,083 km"
778,Toyota Camry,2011,"₦ 3,915,000","Rumuomasi, Port Harcourt",Foreign Used,4.7,"193,268 km"
779,Toyota Camry,2011,"₦ 3,915,000","Rumuomasi, Port Harcourt",Foreign Used,4.7,"81,034 km"
780,Honda CR-V,2011,"₦ 4,915,000","Rumuomasi, Port Harcourt",Foreign Used,4.7,"99,050 km"
781,Mercedes-Benz C 350,2008,"₦ 3,315,000","Katampe, Abuja",Foreign Used,5.0,"119,538 km"
782,BMW 528,2008,"₦ 5,915,000","Rumuomasi, Port Harcourt",Foreign Used,4.6,"162,410 km"
783,Toyota Avalon,2007,"₦ 3,715,000","Rumuomasi, Port Harcourt",Foreign Used,4.8,"178,432 km"
784,Toyota Sienna,2011,"₦ 9,015,000","Jahi, Abuja",Foreign Used,5.0,"74,397 km"
785,Toyota RAV 4,2010,"₦ 5,315,000","Katampe, Abuja",Foreign Used,5.0,"127,266 km"
786,Acura MDX,2008,"₦ 4,215,000","Garki 2, Abuja",Foreign Used,4.9,"120,916 km"
787,Toyota Camry,2009,"₦ 3,365,000","Alimosho, Lagos",Foreign Used,4.9,"115,228 km"
788,Toyota Camry,2008,"₦ 3,565,000","Alimosho, Lagos",Foreign Used,4.9,"161,463 km"
789,Lexus ES 330,2004,"₦ 2,615,000","Alimosho, Lagos",Foreign Used,4.8,"96,452 km"
790,Toyota Avalon,2013,"₦ 9,015,000","Garki 2, Abuja",Foreign Used,5.0,"197,733 km"
791,Toyota Corolla,2012,"₦ 5,065,000","Ilupeju, Lagos",Foreign Used,4.3,"136,454 km"
792,Toyota Sienna,2005,"₦ 2,715,000","Agege, Lagos",Foreign Used,4.6,"185,664 mi"
793,Toyota Corolla,2012,"₦ 3,715,000","Meiran, Lagos",Foreign Used,4.8,"138,871 km"
794,Toyota Camry,2009,"₦ 4,515,000","Gwarinpa, Abuja",Foreign Used,5.0,"325,411 km"
795,Lexus RX 350,2007,"₦ 5,515,000","Gwarinpa, Abuja",Foreign Used,5.0,"86,784 km"
796,Toyota Camry,2017,"₦ 10,015,000","Gwarinpa, Abuja",Foreign Used,5.0,"45,264 km"
797,Toyota Corolla,2010,"₦ 3,815,000","Gwarinpa, Abuja",Foreign Used,5.0,"21,345 km"
798,Toyota Corolla,2009,"₦ 3,865,000","Gwarinpa, Abuja",Foreign Used,5.0,"214,443 km"
799,Toyota Camry,2005,"₦ 3,315,000","Lokogoma, Abuja",Foreign Used,5.0,"80,894 km"
800,Suzuki Alto,2009,"₦ 3,015,000","Lokogoma, Abuja",Foreign Used,5.0,"587,631 km"
801,Toyota Camry,2009,"₦ 3,515,000","Lokogoma, Abuja",Foreign Used,5.0,"276,249 km"
802,Toyota Camry,2003,"₦ 2,815,000","Lokogoma, Abuja",Foreign Used,5.0,"45,325 km"
803,Honda Odyssey,2018,"₦ 15,015,000","Jahi, Abuja",Foreign Used,5.0,"29,136 km"
804,Toyota Previa,1995,"₦ 3,315,000","Lokogoma, Abuja",Foreign Used,5.0,"521,555 km"
805,Toyota Camry,2008,"₦ 3,565,000","Ago, Lagos",Foreign Used,5.0,"155,025 km"
806,Ford Fusion,2008,"₦ 2,515,000","Ago, Lagos",Foreign Used,5.0,"75,480 km"
807,Toyota Camry,2010,"₦ 3,565,000","Ago, Lagos",Foreign Used,5.0,"151,932 km"
808,Toyota Tundra,2005,"₦ 5,515,000","Lokogoma, Abuja",Foreign Used,5.0,"953,222 km"
809,Toyota Sienna,2004,"₦ 3,165,000","Rumuodomaya, Port Harcourt",Locally Used,4.5,"257,859 km"
810,Chrysler Crossfire,2004,"₦ 1,915,000","Garki 2, Abuja",Foreign Used,4.8,"164,357 km"
811,Kia Optima,2014,"₦ 4,815,000","Kubwa Express, Abuja",Foreign Used,5.0,"47,522 km"
812,Toyota Camry,2007,"₦ 3,615,000","Garki 2, Abuja",Foreign Used,4.9,"126,357 km"
813,Toyota Highlander,2013,"₦ 9,015,000","Ago, Lagos",Foreign Used,4.9,"176,203 km"
814,Toyota Camry,2009,"₦ 2,915,000","Meiran, Lagos",Foreign Used,4.7,"124,718 km"
815,Honda Pilot,2003,"₦ 2,415,000","Meiran, Lagos",Foreign Used,4.6,"95,063 km"
816,Toyota Camry,2018,"₦ 15,015,000","Garki 2, Abuja",Foreign Used,5.0,"13,155 km"
